Address;Living_space;Num_of_rooms;Renovation;Price;Total_area;Kitchen_area;Floor;Appliances_1;Appliances_2;Appliances_3;Appliances_4;Appliances_5;Appliances_6;Appliances_7;Appliances_8;Appliances_9;Appliances_10;Balcony_1;Balcony_2;Furniture_1;Furniture_2;Furniture_3;Internet_tv_1;Internet_tv_2;Bathroom_1;Bathroom_2;Utilities_1;Room_type_1;Room_type_2;Studio;Floors_in_b
Республика Татарстан, Казань, ул. Адоратского, 1Б;35.0;1;2;25999;55.0;13.0;4;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;18
Республика Татарстан, Пестречинский р-н, Шигалеевское сельское поселение, с. Новое Шигалеево, ул. Габдуллы Тукая, 5;6.0;1;2;13000;25.0;;1;0;1;0;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;0;1;3
Республика Татарстан, Казань, Завокзальная ул., 144;18.0;1;1;16000;35.0;7.0;5;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;1;0;0;0;5
Республика Татарстан, Казань, ул. Гудованцева, 51;30.0;2;1;13500;52.0;9.0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;5
Республика Татарстан, Казань, Беломорская ул., 69;10.0;1;1;13000;12.0;2.0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;5
Республика Татарстан, Казань, Чистопольская ул., 66;;1;1;17000;42.0;10.0;6;0;0;1;0;0;0;1;1;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;11
Республика Татарстан, Казань, Тэцевская ул., 4А;25.0;2;2;22000;47.0;8.0;11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;12
Республика Татарстан, Казань, ул. Космонавтов, 6А;34.5;2;1;24000;52.5;10.0;4;0;1;0;0;1;0;0;1;1;1;1;0;1;1;1;0;0;0;1;0;1;0;0;4
Республика Татарстан, Казань, ул. Алексея Козина, 3Б;20.0;1;2;30000;37.0;9.0;16;0;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;20
Республика Татарстан, Казань, Чистопольская ул., 4;;1;1;20000;33.0;9.0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
Республика Татарстан, Казань, пр-т Победы, 46Б;28.0;1;2;30000;54.0;18.0;17;0;1;0;1;0;0;1;1;1;1;0;1;1;1;1;0;1;0;1;0;0;0;0;19
Республика Татарстан, Казань, ул. Баки Урманче, 4к2;;2;2;27000;70.0;30.0;11;0;1;0;1;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;0;12
Республика Татарстан, Казань, ул. Фатыха Амирхана, 13;19.0;1;2;19000;37.0;8.0;5;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;10
Республика Татарстан, Казань, ул. Энергетиков, 2/3;;1;2;15000;18.0;;2;0;0;0;0;0;0;1;1;1;1;0;0;1;1;1;0;1;0;0;0;0;0;1;5
Республика Татарстан, Казань, ул. Юлиуса Фучика, 8Б;;2;2;25000;60.0;10.0;12;0;0;0;1;1;0;1;1;1;1;1;0;1;1;1;0;0;1;0;0;1;0;0;16
Республика Татарстан, Казань, ул. Маршала Чуйкова, 43;35.0;2;2;35000;75.0;15.0;5;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;10
Республика Татарстан, Казань, ул. Родины, 33Бк1;28.0;2;1;28000;52.0;10.0;7;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;0;0;1;0;0;1;0;0;9
Республика Татарстан, Казань, ул. Юлиуса Фучика, 131;16.0;1;1;15000;31.0;8.0;5;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;9
Республика Татарстан, Казань, ул. Баки Урманче, 5;30.0;1;2;24000;45.0;10.0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;23
Республика Татарстан, Казань, ул. Маршала Чуйкова, 43;35.0;2;2;35000;75.0;15.0;5;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;10
Республика Татарстан, Казань, ул. Юлиуса Фучика, 56;;2;1;18000;50.0;15.0;1;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;1;0;0;1;0;0;9
Республика Татарстан, Казань, ул. Лядова, 15;;1;2;15000;37.0;10.0;8;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;9
Республика Татарстан, Казань, Чистопольская ул., 1;;1;2;16000;36.4;9.0;6;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;14
Республика Татарстан, Казань, Кировский район, Шоссейная ул., 57;18.4;1;2;17500;41.3;10.0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25
Республика Татарстан, Казань, Советский район, посёлок Дербышки, ул. Мира, 8;;1;1;14000;35.0;6.0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;1;0;0;0;9
Республика Татарстан, Казань, Агрономическая ул., 18;;1;2;35000;45.0;12.0;2;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;9
Республика Татарстан, Казань, ул. Виктора Сажинова, 7/11;7.0;1;2;13000;38.0;12.0;3;0;1;0;0;0;0;0;1;1;1;0;0;1;1;1;0;0;0;1;0;0;0;0;18
Республика Татарстан, Казань, ул. Ярослава Гашека, 3;11.0;1;1;10000;15.0;;2;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;5
Республика Татарстан, Казань, пр-т Победы, 30к4;10.0;1;1;10000;35.0;9.0;7;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1;0;0;1;0;0;0;0;0;9
Республика Татарстан, Казань, пр-т Ямашева, 35А;;3;2;27000;74.0;10.0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;12
Республика Татарстан, Казань, ул. Салиха Батыева, 5;17.0;1;2;15000;37.0;10.0;5;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;0;1;0;1;0;0;0;0;10
Республика Татарстан, Казань, ул. Касаткина, 11;40.0;2;3;90000;83.6;20.0;5;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;0;1;1;0;9
Республика Татарстан, Казань, ул. Салиха Батыева, 19;19.0;1;1;19000;34.0;8.0;4;0;0;0;0;0;0;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;10
Республика Татарстан, Казань, пр. Яраткан, 4Б;;1;3;20000;31.9;8.0;9;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;9
Республика Татарстан, Казань, ул. Юлиуса Фучика, 44;;2;1;23000;60.0;10.0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;9
Республика Татарстан, Казань, ул. Ярышлар, 2А;20.0;1;2;18000;35.0;10.0;6;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;19
Республика Татарстан, Казань, ул. Дружбы, 4;;1;2;15000;31.5;6.0;4;0;1;0;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;0;0;5
Республика Татарстан, Казань, ул. Аделя Кутуя, 110;27.0;1;2;30000;30.0;;10;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;1;21
Республика Татарстан, Казань, ул. Шуртыгина, 8;35.0;1;3;40000;50.0;6.0;9;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;0;0;9
Республика Татарстан, Казань, ул. Академика Сахарова, 5;;1;1;17000;36.0;10.0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
Республика Татарстан, Казань, 2-я Азинская ул., 1В;33.0;2;1;25000;60.0;10.0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;10
Республика Татарстан, Казань, ул. Декабристов, 89В;;1;2;18000;38.3;8.0;11;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;17
Республика Татарстан, Казань, Вахитовский район, ул. Татарстан, 52;;1;1;14000;32.5;7.0;4;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;9
Республика Татарстан, Казань, ул. Челюскина, 28;18.0;1;1;12000;35.0;10.0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
Республика Татарстан, Казань, ул. Натана Рахлина, 13к1;;1;2;18000;46.0;10.0;14;0;1;0;1;0;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;14
Республика Татарстан, Казань, ул. Алексея Козина, 2;40.0;2;3;40000;63.0;11.0;10;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;20
Республика Татарстан, Казань, ул. Юлиуса Фучика, 108;19.0;1;1;15000;35.0;7.0;9;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;9
Республика Татарстан, Казань, ул. Абсалямова, 31;;1;1;16000;36.9;9.0;4;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;10
Республика Татарстан, Казань, ул. Наиля Юсупова, 3;18.0;1;1;11000;35.0;9.0;5;0;1;0;0;0;0;0;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;18
Республика Татарстан, Казань, ул. Алексея Козина, 2;;2;3;45000;67.0;17.0;10;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;0;20
Республика Татарстан, Казань, ул. Аделя Кутуя, 110Дк2;16.0;1;2;33000;41.0;10.0;12;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;22
Республика Татарстан, Казань, 2-я Юго-Западная ул., 39;32.0;2;2;24000;50.0;12.0;15;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;1;0;25
Республика Татарстан, Казань, пр-т Победы, 78;;2;1;22000;66.0;9.0;4;0;1;1;0;0;0;1;1;1;1;0;0;1;1;1;0;0;1;0;0;1;0;0;18
Республика Татарстан, Казань, ул. Павлюхина, 128;;1;1;20000;38.0;10.0;9;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;19
Республика Татарстан, Казань, ул. Айрата Арсланова, 12/2;;1;1;15000;35.0;8.0;10;0;1;0;0;0;0;1;1;0;1;1;0;1;1;1;1;1;0;1;0;0;0;0;15
Республика Татарстан, Казань, пр-т Победы, 40;39.0;3;1;20000;60.0;12.0;9;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;9
Республика Татарстан, Казань, пр-т Ямашева, 4;26.1;2;1;17000;42.6;4.5;3;0;1;1;0;0;0;0;1;1;1;0;0;1;1;1;0;0;1;0;0;1;0;0;5
Республика Татарстан, Казань, ул. Сабира Ахтямова, 1к1;20.0;1;3;38000;40.0;12.0;9;0;1;0;0;0;0;1;1;1;1;0;0;1;1;1;0;1;0;0;1;0;0;0;12
Республика Татарстан, Казань, ул. Габдуллы Кариева, 4А;;1;2;18000;43.0;9.0;5;0;1;1;0;1;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;20
Республика Татарстан, Казань, ул. Гаврилова, 56к3;24.0;1;1;18000;50.0;12.0;10;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;0;0;1;0;0;0;0;14
Республика Татарстан, Казань, ул. Родины, 24В;;2;3;29000;50.0;10.0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;19
Республика Татарстан, Казань, улица Восстания, 18В;18.0;1;1;14000;28.0;5.0;1;0;0;0;0;0;0;1;1;0;1;0;0;1;1;1;0;0;0;1;0;0;0;0;2
Республика Татарстан, Казань, ул. Баки Урманче, 11Бк3;;1;1;15000;19.0;;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;14
Республика Татарстан, Казань, ул. Сабира Ахтямова, 1к1;18.0;1;3;28000;34.0;;2;0;1;0;0;1;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;1;10
Республика Татарстан, Казань, Горьковское ш., 43/1;;2;2;20000;42.0;12.0;3;0;1;0;0;1;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;1;0;5
Республика Татарстан, Казань, ул. Баки Урманче, 8;30.0;1;1;25000;49.0;12.0;8;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;10
Республика Татарстан, Казань, 2-я Юго-Западная ул., 11;35.0;2;2;26000;67.0;14.0;8;0;1;0;1;1;0;1;1;1;1;0;1;1;1;1;0;0;0;1;0;1;0;0;9
Республика Татарстан, Казань, ул. Академика Парина, 18;;1;1;15000;14.0;7.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
Республика Татарстан, Казань, ул. Габдуллы Кариева, 6;20.0;1;2;20000;43.0;14.0;5;0;1;0;1;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;0;12
Республика Татарстан, Казань, Волгоградская ул., 3;;2;2;23000;56.0;8.0;2;0;1;0;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;1;0;0;5
Республика Татарстан, Казань, 2-я Юго-Западная ул., 3;38.0;2;3;28000;62.0;16.0;2;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;1;1;0;1;0;0;10
Республика Татарстан, Казань, ул. Хусаина Мавлютова, 9;;1;1;16000;39.1;10.0;5;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;10
Республика Татарстан, Казань, пр-т Победы, 100;;1;3;16000;37.0;10.0;8;0;1;0;0;0;0;1;1;1;1;0;0;1;1;1;0;0;0;1;0;0;0;0;15
Республика Татарстан, Казань, ул. Баки Урманче, 11Бк3;;1;1;15000;19.0;;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;14
Республика Татарстан, Казань, ул. Космонавтов, 29А;;1;2;16000;31.6;8.0;1;0;1;0;1;0;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;0;0;5
Республика Татарстан, Казань, Минская ул., 20;19.6;1;1;20000;38.0;9.2;9;0;1;1;1;0;0;0;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;9
Республика Татарстан, Казань, ул. Аметьевская Магистраль, 18к3;;2;2;28000;54.0;15.0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;25
Республика Татарстан, Казань, ул. Шамиля Усманова, 12;30.0;3;1;25000;57.2;8.0;2;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;0;0;0;1;0;1;1;0;5
Республика Татарстан, Казань, пр-т Победы, 139к3;75.0;3;1;35000;97.0;21.0;15;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0;0;0;0;1;0;1;0;0;19
Республика Татарстан, Казань, Чистопольская ул., 86/10;;2;3;40000;75.0;12.0;17;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;1;0;22
Республика Татарстан, Казань, ул. Чишмяле, 15;22.0;1;2;15000;38.0;10.0;7;0;1;1;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;9
Республика Татарстан, Казань, ул. Курчатова, 11;;2;1;15000;47.0;6.0;2;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;0;1;0;1;0;0;1;0;5
Республика Татарстан, Казань, Московская ул., 26/31;42.0;2;3;45000;79.0;14.0;2;0;1;0;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;3
Республика Татарстан, Казань, Чистопольская ул., 19;;1;2;14000;17.0;;1;0;1;0;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;0;1;10
Республика Татарстан, Казань, Советский район, микрорайон Азино-1, ул. Закиева, 21;;1;1;30000;65.0;10.0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
Республика Татарстан, Казань, Индустриальная ул., 7;15.0;1;1;16000;36.0;10.0;2;0;1;0;0;0;0;0;1;1;1;0;0;1;1;1;1;1;0;1;0;0;0;0;3
Республика Татарстан, Казань, ул. Девятаева, 9;;1;1;23000;33.0;8.0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
Республика Татарстан, Казань, ул. Пушкина, 3;;2;2;26000;60.0;13.0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;6
Республика Татарстан, Казань, пр-т Ильгама Шакирова, 5;;3;1;19000;82.0;12.0;13;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;0;1;0;1;1;0;0;18
Республика Татарстан, Казань, Щербаковский пер., 7;45.0;2;3;45000;70.0;15.0;5;0;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;1;1;0;26
Республика Татарстан, Казань, пер. Односторонки Гривки, 10;42.0;2;2;26999;64.0;14.0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;5
Республика Татарстан, Казань, ул. Зайцева, 12/5;14.0;1;1;17000;20.0;;2;0;0;0;0;0;0;0;1;1;1;0;0;1;1;1;1;1;0;1;1;0;0;1;5
Республика Татарстан, Казань, ул. Айдарова, 20;17.0;1;2;15000;30.0;6.0;1;0;1;0;0;0;0;1;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;0;9
Республика Татарстан, Казань, ул. Сабира Ахтямова, 1к1;;1;3;25000;40.0;10.0;3;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;17
Республика Татарстан, Казань, ул. Декабристов, 89В;;1;2;20000;58.0;10.0;8;0;1;0;1;0;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;17
Республика Татарстан, Казань, ул. Нурсултана Назарбаева, 60;;1;1;15000;32.8;8.0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;9
Республика Татарстан, Казань, Комсомольская ул., 1;25.0;2;2;40000;50.0;10.0;3;0;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;0;0;1;0;1;0;0;12
Республика Татарстан, Казань, ул. Академика Сахарова, 18;;2;2;25000;70.0;15.0;15;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;16
Республика Татарстан, Казань, 2-я Азинская ул., 3В;;2;2;24000;75.0;15.0;1;0;1;0;1;0;0;0;1;1;1;1;0;1;1;1;0;0;1;0;1;1;0;0;10
Республика Татарстан, Казань, ул. Азата Аббасова, 11;20.0;1;2;17000;40.0;10.0;7;0;1;1;0;0;0;1;1;1;1;0;1;1;1;1;0;1;0;1;1;0;0;0;19
Республика Татарстан, Казань, ул. Аметьевская Магистраль, 18к1;;1;2;16000;28.7;8.0;4;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;25
Республика Татарстан, Казань, проспект Ибрагимова, 59;45.0;3;1;25000;57.0;10.0;3;0;1;1;0;0;0;1;1;1;1;1;0;1;1;1;0;1;1;0;0;1;0;0;9
Республика Татарстан, Казань, ул. Баки Урманче, 4к2;;1;3;23000;39.0;10.0;10;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;12
Республика Татарстан, Казань, ул. Наиля Юсупова, 9;51.0;2;1;19000;64.0;13.0;16;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;18
Республика Татарстан, Казань, пр-т Победы, 139Ак2;;2;3;30000;50.0;18.0;6;0;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;1;0;0;18
Республика Татарстан, Казань, ул. Генерала Махмута Гареева, 7А;;2;1;17000;37.0;8.0;9;0;1;0;0;0;0;0;1;1;1;1;0;1;1;1;0;0;0;1;0;1;0;0;10
Республика Татарстан, Казань, ул. Зур Урам, 1Кк4;;2;3;50000;55.0;12.0;8;0;1;1;1;1;0;0;1;1;1;0;1;1;1;1;1;0;1;0;0;1;0;0;10
Республика Татарстан, Казань, ул. Павлюхина, 99Б;;1;3;30000;50.0;15.0;5;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;10
Республика Татарстан, Казань, Даурская ул., 17;;2;1;17000;37.0;5.0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2
Республика Татарстан, Казань, Советский район, Пионерская ул., 3;;2;2;20000;46.2;6.0;2;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;1;0;0;1;0;0;2
Республика Татарстан, Казань, ул. Сибгата Хакима, 7;;2;3;55000;70.0;35.0;9;0;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;17
Республика Татарстан, Казань, ул. Баки Урманче, 7;22.0;1;1;16000;36.0;8.0;3;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;23
Республика Татарстан, Казань, ул. Карима Тинчурина, 15А;;1;1;19000;32.0;6.0;5;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;5
Республика Татарстан, Казань, ул. Айдарова, 22;;1;0;20000;30.0;5.0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2
Республика Татарстан, Казань, ул. Николая Ершова, 62Г;;1;3;22000;36.7;8.0;4;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;10
Республика Татарстан, Казань, Спартаковская ул., 88Б;;2;3;45000;70.0;19.0;7;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;10
Республика Татарстан, Казань, ул. Сары Садыковой, 7;17.0;1;1;17000;31.5;7.0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
Республика Татарстан, Казань, ул. Гаврилова, 56к3;;2;2;22000;61.0;10.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;14
Республика Татарстан, Казань, ул. Декабристов, 109;;1;2;15000;31.2;6.0;3;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;5
Республика Татарстан, Казань, Тэцевская ул., 4Д;;1;2;20000;31.0;20.0;4;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;8
Республика Татарстан, Казань, ул. Аметьевская Магистраль, 16к1;20.0;1;2;25000;40.0;;3;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;1;0;0;1;19
Республика Татарстан, Казань, ул. Аделя Кутуя, 110Дк1;19.0;1;1;18000;45.0;12.0;9;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;0;0;1;0;0;0;0;10
Республика Татарстан, Казань, Кировский район, жилой массив Залесный, ул. Гавриила Державина, 3к1;20.0;1;2;15000;30.0;;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;19
Республика Татарстан, Казань, Чистопольская ул., 61Д;33.0;2;2;30000;55.0;14.0;12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;20
Республика Татарстан, Казань, проспект Победы, 100;;2;2;18000;65.0;10.0;10;0;1;0;0;0;0;1;1;1;1;0;1;0;1;1;1;1;1;0;0;1;0;0;15
Республика Татарстан, Казань, ул. Братьев Касимовых, 21;40.0;3;1;25000;60.0;10.0;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;0;9
Республика Татарстан, Казань, ул. Академика Завойского, 23;24.0;1;2;25000;40.0;12.0;18;0;1;0;1;0;0;1;1;0;1;1;0;1;1;1;0;1;0;1;0;0;0;0;21
Республика Татарстан, Казань, ул. Александра Курынова, 10к2;45.0;2;2;30000;60.0;10.0;11;0;1;0;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;1;1;0;19
Республика Татарстан, Казань, ул. Лейтенанта Красикова, 18;;3;0;15000;50.0;7.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5
Республика Татарстан, Казань, ул. Гаяза Исхаки, 8;28.0;2;3;45000;52.0;14.0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;5
Республика Татарстан, Казань, ул. Толбухина, 11;;1;2;18000;50.0;10.0;6;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;9
Республика Татарстан, Казань, пр-т Альберта Камалеева, 34В;;2;2;25000;52.0;10.0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;18
