Living_space;Num_of_rooms;Renovation;Price;Total_area;Kitchen_area;Floor;Appliances_1;Appliances_2;Appliances_3;Appliances_4;Appliances_5;Appliances_6;Appliances_7;Appliances_8;Appliances_9;Appliances_10;Balcony_1;Balcony_2;Furniture_1;Furniture_2;Furniture_3;Internet_tv_1;Internet_tv_2;Bathroom_1;Bathroom_2;Utilities_1;Room_type_1;Room_type_2;Studio;Floors_in_b;location;coord;district_1;district_2;district_3;district_4;district_5;district_6;district_7;district_8;district_9
19.1;1;1;17000;37.7;10.0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;9;57А, улица Побежимова, Соцгород, Авиастроительный район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420037, Россия;(55.8597233, 49.073600999222755);0;0;0;0;0;0;1;0;0
20.0;1;1;13000;41.0;10.0;8;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;18;8, улица Наиля Юсупова, Залесный, Кировский район, Казань, Татарстан, Приволжский федеральный округ, 420076, Россия;(55.8574335, 48.89627640054202);0;0;0;0;0;1;0;0;0
18.0;1;1;16000;32.0;7.0;4;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;9;6, улица Бондаренко, Московский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420124, Россия;(55.817897450000004, 49.10436314976627);0;0;0;0;1;0;0;0;0
51.0;3;2;34999;82.0;20.0;7;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;14;84, Краснококшайская улица, Ягодная слобода, Кировский район, Казань, Татарстан, Приволжский федеральный округ, 420032, Россия;(55.81413165, 49.07042017794344);0;0;0;0;0;1;0;0;0
;1;2;23000;35.9;8.0;15;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;21;ЖК Норвежский, 28Б, улица Короленко, Дружба, Ново-Савиновский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420044, Россия;(55.8335342, 49.10181310822273);0;0;0;1;0;0;0;0;0
40.0;2;2;24000;56.0;16.0;5;0;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;0;0;1;0;1;0;0;7;Апрель, 191, улица Декабристов, Московский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420039, Россия;(55.836363, 49.0802581);0;0;0;0;1;0;0;0;0
;1;2;30000;40.0;30.0;5;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;19;Вита Экспресс, 27Б, Роторная улица, Приволжский район, Казань, Татарстан, Приволжский федеральный округ, 420059, Россия;(55.7655094, 49.1438815);0;0;1;0;0;0;0;0;0
12.0;1;1;15000;30.0;;4;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;1;9;111, улица Рихарда Зорге, Горки-2, Приволжский район, Казань, Татарстан, Приволжский федеральный округ, 420139, Россия;(55.74393875, 49.22356524314174);0;0;1;0;0;0;0;0;0
;3;2;22000;98.0;15.0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;9;15А, улица Столярова, Адмиралтейская слобода, Кировский район, Казань, Татарстан, Приволжский федеральный округ, 420030, Россия;(55.7976441, 49.061169451526595);0;0;0;0;0;1;0;0;0
;1;3;60000;60.0;10.0;7;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;16;8th Avenue, 36, Чистопольская улица, Ново-Савиновский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420103, Россия;(55.8176077, 49.1214073);0;0;0;1;0;0;0;0;0
18.0;1;2;25000;38.0;12.0;3;0;1;1;1;0;0;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;16;4В, Тэцевская улица, Соцгород, Авиастроительный район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420036, Россия;(55.8525034, 49.062663927152414);0;0;0;0;0;0;1;0;0
;1;2;24000;36.5;8.0;11;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;23;Магнит, 2, Комсомольская улица, Козья слобода, Кировский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420066, Россия;(55.8114007, 49.0955234);0;0;0;0;0;1;0;0;0
;1;1;16000;36.4;9.4;10;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;10;62Г, улица Николая Ершова, Советский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420081, Россия;(55.79471135, 49.178937057121686);1;0;0;0;0;0;0;0;0
;2;3;35000;60.0;15.0;10;1;1;0;0;0;0;1;1;1;1;1;1;0;0;0;1;1;0;0;0;1;0;0;12;6Г, улица Чехова, Калуга, Вахитовский район, Казань, Татарстан, Приволжский федеральный округ, 420024, Россия;(55.790340099999995, 49.146894703535786);0;1;0;0;0;0;0;0;0
;3;3;60000;130.0;18.0;12;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;20;14А, улица Толстого, Вахитовский район, Казань, Татарстан, Приволжский федеральный округ, 420015, Россия;(55.79782635, 49.14100234826034);0;1;0;0;0;0;0;0;0
;1;1;15000;18.0;18.0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;47, улица Гудованцева, Московский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420091, Россия;(55.87759885, 49.019776860778634);0;0;0;0;1;0;0;0;0
;2;3;32000;60.0;26.0;11;0;1;0;0;0;0;0;1;1;1;0;1;1;1;1;0;0;0;1;0;1;1;0;17;Аптеки столицы, 1 к1, улица Сабира Ахтямова, Азино-1, Советский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420081, Россия;(55.7884089, 49.2175879);1;0;0;0;0;0;0;0;0
;2;2;25000;62.8;12.0;13;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;17;Магнит Косметик, 119, улица Хади Такташа, Юл Урам, Приволжский район, Казань, Татарстан, Приволжский федеральный округ, 420059, Россия;(55.7679878, 49.1344212);0;0;1;0;0;0;0;0;0
;1;2;18000;30.0;;22;0;1;0;1;0;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;1;24;82Б, улица Восстания, Левченко, Московский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420095, Россия;(55.834661350000005, 49.057006061929584);0;0;0;0;1;0;0;0;0
;2;1;18000;37.0;5.0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;18, улица Солидарности, Дербышки, Советский район, Казань, Татарстан, Приволжский федеральный округ, 420071, Россия;(55.8601246, 49.229284871007195);1;0;0;0;0;0;0;0;0
;1;3;25000;47.8;8.0;5;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;22;Чистопольская улица, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 421001, Россия;(55.8195271, 49.151778);0;0;0;1;0;0;0;0;0
;1;3;33000;45.0;8.0;4;0;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;7;улица Зинина, Вахитовский район, Казань, Татарстан, Приволжский федеральный округ, 420097, Россия;(55.7924244, 49.1564447);0;1;0;0;0;0;0;0;0
;1;1;15000;38.0;10.0;6;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;19;Магнит, 3, улица Виктора Сажинова, ЖК Салават Купере, Залесный, Кировский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 422527, Россия;(55.86406, 48.8758618);0;0;0;0;0;1;0;0;0
27.6;2;2;18000;50.5;7.7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;9;4, Агрономическая улица, Приволжский район, Казань, Татарстан, Приволжский федеральный округ, 420043, Россия;(55.775417000000004, 49.144687511362335);0;0;1;0;0;0;0;0;0
38.0;3;1;25000;62.0;14.0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;9;28, улица Академика Лаврентьева, 27-й квартал, Савиново, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 420133, Россия;(55.83448185, 49.15306369789863);0;0;0;1;0;0;0;0;0
70.0;2;3;130000;110.0;30.0;8;0;1;0;1;1;0;1;1;1;1;0;0;1;1;1;0;1;0;1;0;1;1;0;17;Чистопольская улица, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 421001, Россия;(55.8195271, 49.151778);0;0;0;1;0;0;0;0;0
20.0;1;1;25999;48.0;17.0;10;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;19;Magic Shop, 24В, улица Родины, Советский район, Казань, Татарстан, Приволжский федеральный округ, 420087, Россия;(55.7624464, 49.1936606);1;0;0;0;0;0;0;0;0
22.0;1;2;20000;42.0;10.0;8;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;10;Сернурский сырзавод, 3, улица Фикрята Табеева, ЖК Весна, Советский район, Казань, Татарстан, Приволжский федеральный округ, 420125, Россия;(55.7930985, 49.2524754);1;0;0;0;0;0;0;0;0
;1;2;14000;12.2;;9;0;1;0;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;0;1;9;45, улица Нариманова, Старо-Татарская слобода, Вахитовский район, Казань, Татарстан, Приволжский федеральный округ, 420021, Россия;(55.782201, 49.107821200000004);0;1;0;0;0;0;0;0;0
;3;3;60000;80.0;10.0;5;0;1;0;0;1;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;1;0;23;Магнит, 8Д, Оренбургский тракт, Калининский, Приволжский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420059, Россия;(55.7610101, 49.1518908);0;0;1;0;0;0;0;0;0
;2;1;23000;51.0;10.0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;5;Биомед, 180, улица Декабристов, Московский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420039, Россия;(55.8394417, 49.0817578);0;0;0;0;1;0;0;0;0
;3;2;15000;81.4;11.0;12;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;1;0;0;18;Шалун, 13, улица Наиля Юсупова, Залесный, Кировский район, Казань, Татарстан, Приволжский федеральный округ, 420076, Россия;(55.855968, 48.896831);0;0;0;0;0;1;0;0;0
30.0;2;3;24999;46.0;6.0;5;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;5;Султанат, 35 к1, улица Нурсултана Назарбаева, Приволжский район, Казань, Татарстан, Приволжский федеральный округ, 420107, Россия;(55.7725398, 49.1390055);0;0;1;0;0;0;0;0;0
;2;2;28000;54.0;15.0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;10;Lavanda cakes, 5, улица Разведчика Ахмерова, Art City, Октябрьский городок, Советский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420061, Россия;(55.7970345, 49.1811108);1;0;0;0;0;0;0;0;0
;1;2;30000;30.0;8.0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;Пятёрочка, 7, улица Сибгата Хакима, Ново-Савиновский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420124, Россия;(55.8158004, 49.1079289);0;0;0;1;0;0;0;0;0
25.0;2;3;30000;45.0;15.0;6;0;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;17;84, Краснококшайская улица, Ягодная слобода, Кировский район, Казань, Татарстан, Приволжский федеральный округ, 420032, Россия;(55.81413165, 49.07042017794344);0;0;0;0;0;1;0;0;0
;2;2;40000;60.0;12.0;4;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;18;Магнит, 1К, улица Зур Урам, ЖК МЧС, Царицыно, Советский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420088, Россия;(55.8027141, 49.2019263);1;0;0;0;0;0;0;0;0
;3;1;20000;70.0;10.0;5;0;1;0;0;0;0;1;1;1;1;0;1;0;1;1;0;0;1;0;0;1;0;0;10;5Б, улица Дементьева, Соцгород, Авиастроительный район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420127, Россия;(55.8580708, 49.09962990344941);0;0;0;0;0;0;1;0;0
;2;3;40000;45.0;8.0;16;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;0;0;19;3А, проезд Юнуса Ахметзянова, Art City, Октябрьский городок, Советский район, Казань, Татарстан, Приволжский федеральный округ, 420061, Россия;(55.800143500000004, 49.183316180395465);1;0;0;0;0;0;0;0;0
18.0;1;1;10000;38.0;16.0;6;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;10;5Б, улица Генерала Махмута Гареева, Залесный, Кировский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420076, Россия;(55.85810675, 48.908136811790314);0;0;0;0;0;1;0;0;0
47.0;3;1;25000;64.0;9.0;12;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;1;0;14;10, улица Декабристов, Козья слобода, Московский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420066, Россия;(55.817839899999996, 49.10137167387427);0;0;0;0;1;0;0;0;0
;1;1;18000;37.0;24.0;1;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;10;11, улица Чишмяле, Азино-2, Советский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420140, Россия;(55.7640341, 49.224452749550046);1;0;0;0;0;0;0;0;0
30.0;2;3;33999;65.0;10.0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;8;Пятёрочка, 9А, улица Бехтерева, Вахитовский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420008, Россия;(55.799718, 49.1192899);0;1;0;0;0;0;0;0;0
;1;2;30000;55.0;15.0;4;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;11;УК уют сервис, 5А, улица Сибгата Хакима, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 420066, Россия;(55.8164589, 49.1071974);0;0;0;1;0;0;0;0;0
